aids,canonicalsmiles
0,18-12-8-6-9-13-18)19-14-10-7-11-15-19;1-2(3)4/h6-15
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl, 1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]-
1,7)]decane-1-amine|Amantadinum (INN-Latin)|Amantadina (INN-Spanish)|Amantadine [INN:BAN]|AMANTADINE (MART.)|AMANTADINE [MART.]|Amant|1 Aminoadamantane|CAS-768-94-5|tricyclo(3.3.1.1(3
0,15
4a-tetrahydro-|SCG2HM6F3D|SCHEMBL255572|CHEBI:91788|PHGWDAICBXUJDU-UHFFFAOYSA-N|BDBM50091822|AKOS017560564|HY-103138A|MS-23847|CS-0109487|F97572|L019828|Q7946880|BRD-A62021152-003-01-8|8,2-a]quinoxalin-5(6H)-one|8
(H,monomethanesulfonate|Imatinib methanesulfonate salt|MLS001401456|C29H31N7O.CH4O3S|IMATINIB MESYLATE [HSDB]|CGP57148B|EX-A954|IMATINIB MESYLATE [VANDF]|YLMAHDNUQAMNNX-UHFFFAOYSA-N|BCPP000204|GGP-57148B|HMS2052B09|HMS2233D16|HMS3265E01|HMS3265E02|HMS3265F01|HMS3265F02|HMS3372O12|HMS3394B09|HMS3654C07|IMATINIB MESILATE [WHO-DD]|BCP01255|Tox21_111684|AC-525|HB1943|s1026|IMATINIB METHANESULFONATE [MI]|AKOS015852497|Tox21_111684_1|BCP9000776|CCG-101175|IMATINIB MESYLATE [ORANGE BOOK]|KS-1236|NC00425|NCGC00159456-11|111GE005|BI164678|HY-50946|methanesulfonic acid; 4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide|SMR000469175|SY013513|AM20080900|FT-0601612|I0936|SW197805-4|D01441|Imatinib Mesylate (CGP-57148B
4R,5S
44-32)26(9)31(38)25(8)33-28(41-10)14-12-13-20(3)15-22(5)30(37)23(6)16-21(4)17-29(42-11)34(39)43-33/h12-14,5Z
22-28,15-dimethoxy-5
44-32)26(9)31(38)25(8)33-28(41-10)14-12-13-20(3)15-22(5)30(37)23(6)16-21(4)17-29(42-11)34(39)43-33/h12-14,12E
5S,6R)-2
33+,16-17
5S,6R)-tetrahydro-2
16-17,6R)-2
30-33,7
CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C,16-17
5S,6R)-2
33+,16-17
22-28,15-dimethoxy-5
19,4-dihydroxy-5-methyl-6-propan-2-yloxan-2-yl]-3-hydroxypentan-2-yl]-8-hydroxy-3
19,4-dihydroxy-5-methyl-6-propan-2-yloxan-2-yl]-3-hydroxypentan-2-yl]-8-hydroxy-3
16-17,5S
44-32)26(9)31(38)25(8)33-28(41-10)14-12-13-20(3)15-22(5)30(37)23(6)16-21(4)17-29(42-11)34(39)43-33/h12-14,5E
40H,9
[H+].[H+].CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)[O-])(C(=O)O)[O-],C26H37NO7
2,10
0,15-17
C26H37NO7,R*))-2
21)/t10-,rel-|REL-4-AMINO-N-(1R
0,3
0,3
2,"InChI=1S/C16H22ClN3O2/c1-22-15-8-13(18)12(17)7-11(15)16(21)19-14-4-6-20-5-2-3-10(14)9-20/h7-8
0,3
1H3, 4-amino-N-1-azabicyclo(3.3.1)non-4-yl-5-chloro-2-methoxy-
Niacin,8
66,"InChI=1S/C6H5NO2.Li/c8-6(9)5-2-1-3-7-4-5;/h1-4H
6,C1=CC2=CNC=C2C=C1
11042,3
N,N'-tetraacetic acid|MFCD00036255|K22DDW77C0|CHEBI:60888|2-[2-[2-[2-[bis(carboxymethyl)amino]phenoxy]ethoxy]-N-(carboxymethyl)anilino]acetic acid|Ca(II)-bapta|Glycine
0,7
NULL,[O-][V](=O)=O
C1=CC=C(C=C1)CCCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,(2E)-"
[O-][V](=O)([O-])O[V]1(=O)O[V]2(=O)O[V]3(=O)O[V](=O)(O[V](=O)(O3)O[V](=O)([O-])[O-])O[V](=O)(O[V](=O)(O2)O1)O[V](=O)([O-])[O-],12
 3-(4-chlorophenyl)-1-(1,1-dimethylethyl)-1H-pyrazolo[3
 primary pharmaceutical reference standard|Q-100484|SR-01000075498-1|SR-01000075498-3|SR-01000075498-6|3-(4-hydroxyphenyl)-5,7-Dihydroxy-3-(4-hydroxyphenyl)-4-benzopyrone|Genistein (Standard)|DTXSID5022308|ISOFLAVONE
0,Na3O4V
1259398|1259399|1259423,O[V](=O)(O)O
(2S)-2-amino-3-(4-phosphonooxyphenyl)propanoic acid,130.000
3-difluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidin-2-one",3-difluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidin-2(1H)-one|95058-81-4 (free base)|NSC 613327|B76N6SBZ8R|LY 188011|4-Amino-1-[(2R
3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one;hydron;chloride",19
3-difluoro-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-1H-pyridin-2-one hydrochloride|4-amino-1-((2R,5R)-3
423.900, HYDROCHLORIDE
 monohydrochloride",7-dimethoxy-2-quinazolinyl)-4-(2-furoyl)-
3-9H2,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine HCl 2H2O|Terazosin hydrochloride (USP)|methanone hydrochloride dihydrate|Terazosin for system suitability|CHEMBL3989562|HY-B0371A|ABT-975|NZMOFYDMGFQZLS-UHFFFAOYSA-N|3-(Trimethylsilyl)phenylboronicAcid|BCP12141|MY-208|s2059|TERAZOSIN HYDROCHLORIDE [USAN]|Terazosin hydrochloride dihydrate
20,8
 3-(8-((dimethylamino)methyl)-6,8
0,178.300
4-DIPHENYL-3-HEPTANOL ACETATE.HCl|(-)-a-Acetylmethadol Hydrochloride (1.0mg/ml in Acetonitrile)|[(3S, hydrochloride
23H,4-diphenyl-3-heptanol
"InChI=1S/C23H31NO2/c1-6-22(26-19(3)25)23(17-18(2)24(4)5, beta-(2-(dimethylamino)propyl)-alpha-ethyl-beta-phenyl-
3,2-diphenylpentyl acetate
0,18
1,23
0,"InChI=1S/C23H20N6O/c24-19-5-1-2-6-21(19)28-22(30)17-9-7-16(8-10-17)14-27-23-26-13-11-20(29-23)18-4-3-12-25-15-18/h1-13
0,12-15
0,8
1,22
0,18
25, 3-pyridinylmethyl ester|NCGC00165833-01|NCGC00165833-02|NCGC00165833-03|NCGC00165833-04|NCGC00165833-11|NCGC00165833-13|AS-17906|BP-25653|HY-12163|NCI60_038022|SMR004458705|MS-275
0,"InChI=1S/C24H27N3O4/c1-3-27(4-2)15-17-5-7-21-14-18(6-8-20(21)13-17)16-31-24(29)25-22-11-9-19(10-12-22)23(28)26-30/h5-14
0,4
0,25-26
1,23
0,12
1,28
0,28H
0,23
0,25-26
0,"InChI=1S/C25H26N4O3/c1-16-24(17(2)32-29-16)25-21(20-5-3-4-6-22(20)27-25)13-14-26-15-19-9-7-18(8-10-19)11-12-23(30)28-31/h3-12
0,13
18)", SAHA
0,3)21-18(19-5-4-13-25-22(19)26-21)12-14-24-15-17-8-6-16(7-9-17)10-11-20(28)27-29/h4-11
0,10
0,15
0,"InChI=1S/C23H24F3N3O2/c24-23(25
0,10-11
1,18
0,15
1,24
0,12
1,17
0,1.700
0,10
0,14
0,14
1,29H
0,11-12
21R)-7-ethylidene-4,9
28)/t15-,5R)-6-[(6-fluoroquinolin-2-yl)methylamino]-3-azabicyclo[3.1.0]hexan-3-yl]-N-hydroxypyrimidine-5-carboxamide|5-PYRIMIDINECARBOXAMIDE
0,13
1,17
3,21-22
0,"InChI=1S/C22H22F3N3O2/c23-22(24
1,26
13,31H
9-trimethyl-3,5
16-TETRAOXATETRACYCLO[10.3.1.0?,3-i]isochromen-10-ol|3
2, PHOSPHATE (1:4)|QUINOLINE
0,13}]hexadecan-10-ol|(4S
15?/m1/s1",2-benzodioxepin-10-ol;beta-Dihydroartemisinin"
415.000,16-tetraoxatetracyclo[10.3.1.0^{4
15-/m1/s1",Artenimol|SR-05000002543|HMS3264K17|AKOS030499702|CCG-214021|SBI-0207032.P001|AB01563377_01|SR-05000002543-1|SR-05000002543-2
998.156,354.000
15,4S
9-trimethyl-11,16H
14+,13}.0^{8
6,1-piperazinediyl)bis(7-chloro-|Quinoline
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,C15H24O5
3)4/h2-9,3-propanediyldi-4
12R,16-tetraoxatetracyclo[10.3.1.04
5abeta,16-tetraoxatetracyclo[10.3.1.0?
5aS,3-i]isochromen-10-ol|Dihydro Artemisinin|Di-hydroqinghaosu|GNF-PF-5634|Artenimol [INN]|(3r
13-,13.08
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,C15H24O5
15,13-dimethyl-6-methylene-7
2,4-triazol-1-yl)methyl]benzonitrile|Femera|4
Biological Test Results|Chemical and Physical Properties|Classification|Drug and Medication Information|Literature|Patents|Pharmacology and Biochemistry|Toxicity|Use and Manufacturing,InChI=1S/2ClH.2H3N.Pt/h2*1H;2*1H3;/q;;;;+4/p-2
Cisplatin,0
11H,C56H102Ir5O10
0,545.000
887,21)19-12-4-2-1-3-11-18/h5-10
4, analytical standard|SR-01000763435-2|SR-01000763435-3|SR-01000763435-4|SULFACETAMIDE SODIUM IMPURITY A [EP IMPURITY]|Sulfanilamide (166 degrees C) Melting Point Standard|Z56851240|F2190-0451|BENZENESULFONIC ACID
3R)-2-amino-3-hydroxyoctadec-4-enyl] dihydrogen phosphate|(2S,3-diol
 (R*,4E)-|Sphingoid|c18-erythro-sphingenine|(2S
1H3", (+-)- (9CI)|Cyclohexanone
8-9H2, 2-(O-CHLOROPHENYL)-2-(METHYLAMINO)-
3528,15H
43318,0
NULL,7
2,C(N=N)N=N
537.248,4-dimethoxyphenyl)ethyl]methylamino]propyl]-4-nitrobenzamide"
13, hydrochloride (1:1)|N-(3
N'-tetraacetic Acid Tetrakis(acetoxymethyl) Ester|Tetrakis(acetoxymethyl) 1,N
20,N'
CC(=O)OCOC(=O)CN(CC(=O)O)C1=CC=CC=C1OCCOC2=CC=CC=C2N(CC(=O)O)CC(=O)O,N'-tetraacetic acid acetoxymethyl ester|SCHEMBL1374716|DTXSID70161192|N-(2-((Acetyloxy)methoxy)-2-oxoethyl)-N-(2-(2-(2-(bis(carboxymethyl)amino)phenoxy)ethoxy)phenyl)glycine|Glycine
0,NULL
8,7
7, 0.1mg/ml in Methanol|BDBM50474152|Mitragynine (100?g/mL in Methanol)|Mitragynine 100 microg/mL in Methanol|16
7,19)4/h13
12H2, sulfate (1:?)|(R)-[(2S
AKYHKWQPZHDOBW-QMJAHCIASA-N,"InChI=1S/C20H24N2O2.H2O4S/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2
1,8
4S,8
9R)-|QUININE HYDROCHLORIDE [FHFI]|AKOS016002029|Cinchonan-9-ol, hydrochloride|FEMA NO. 2976
4S,9R)-
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@H]4C=C)O.OS(=O)(=O)O,12
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O,8
LOUPRKONTZGTKE-FOEVPDMQSA-N,2.900
2,C40H52Cl2N4O8S
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O,12
"(R)-[(2S,3)4/h2*3-6
5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;sulfuric acid",8
2,C20H26N2O6S
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,45.600
5R)-5-vinylquinuclidin-2-yl]methanol; sulfuric acid|(R)-(6-methoxyquinolin-4-yl)((2S,9R)-6'-methoxycinchonan-9-ol) sulfate|Sulfate
2S, (8alpha
538.000, 6'-methoxy-
5,28
28,8a'S)-6'-ethyl-2-oxo-3'
5,8a-hexahydro-2H-indolizine]-7'-yl)-3-methoxyprop-2-enoate|76-66-4|NSC21731|AKOS037647914|AS-75286|Corynoxan-16-carboxylic acid
8a-hexahydro-[1,5
8a-hexahydro-2H-indolizine]-7'-yl]-3-methoxyprop-2-enoate",19H
1-3H3,8'aR)-6'-ethyl-2-oxospiro[1H-indole-3
 METHYL ESTER, 16
DAXYUDFNWXHGBE-WMLLIFGASA-N,67.900
DAXYUDFNWXHGBE-UHFFFAOYSA-N,8a-hexahydro-2H-indolizine]-7'-yl)-3-methoxyprop-2-enoate|76-66-4|DTXSID30871548|FT-0600219|FT-0775469|FT-0775797|Methyl 17-methoxy-2-oxocorynox-16-en-16-carboxylate"
 METHYL ESTER,1'R
7'S)-6'-ethyl-2-oxospiro[1H-indole-3,2.300
"methyl (E)-2-[(6'R,663.000
DAXYUDFNWXHGBE-YCBKVTMHSA-N,67.900
CCC1CN2CCC3(C2CC1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O, (7.beta.
 USP|TRIETHANOL AMINE|2-[bis(2-hydroxyethyl)amino]ethan-1-ol|T-35|TROLAMINE [II]|TROLAMINE [HSDB]|Tris(b-hydroxyethyl)amine|TROLAMINE [VANDF]|2,2'
1-6H2;13H,3-propanetricarboxylate (salt)|2
2',2''-nitrilotris-
1-6H2;1H3, acetate (salt)|acetic acid;2-[bis(2-hydroxyethyl)amino]ethanol|2-hydroxy-N
142.000,2'
6, hydrochloride (1:1)|EINECS 211-284-2|UNII-R297UJ9QDY|TEA Hydrohloride|Ethanol
0,1
0,4-7-14)9-10-1-8-15-9/h1
170,"InChI=1S/C17H12N4/c1-2-6-15-13(5-1)12(8-10-19-15)14-11-20-21-17(14)16-7-3-4-9-18-16/h1-11H
0,"InChI=1S/C25H48N4O5/c1-9-10-11-26-23(32)17(6)14-22(31)20(12-15(2)3)29-24(33)18(7)27-25(34)21(13-16(4)5)28-19(8)30/h15-18
17S)-17-hydroxy-10,13
27,15
2,6-diene-21-carboxylic acid
 17-hydroxy-3-oxo-,12
17+, 17-HYDROXY-3-OXO-
396.17,13
15-diazahexacyclo[14.2.1.01,4
0,16H
113.000,4-dihydrochromen-2-yl]methoxy]phenyl]methyl]-3H-1
1,1
12bS)-9-acetyloxy-3-methyl-2,5-epoxy-17-methylmorphinan-3
6alpha)-,5alpha-epoxy-17-methyl-
4.100,6-ANHYDRO-6-C-((2S
8,8-15
0,2
2,5
31,(S)|losartan potassium tablet|CHEMBL995|SCHEMBL42079|MLS001401407|Ex-89|LOSARTAN POTASSIUM25 mg|LOSARTAN POTASSIUM50 mg|DTXCID1024209|LOSARTAN POTASSIUM [JAN]|LOSARTAN POTASSIUM100 mg|Losartan potassium (JP17/USP)|LOSARTAN POTASSIUM [HSDB]|HMS2051M12|HMS2090O22|HMS2235F20|HMS3369F08|HMS3393M12|LOSARTAN POTASSIUM [VANDF]|BCP05332|BCP29397|LOSARTAN POTASSIUM [WHO-DD]|Losartan Potassium Tablets
potassium;[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanolate,95.300
0,9-12
25,1'-biphenyl]-4-yl]methyl]-1H-imidazole-5-carboxylic Acid; E 3174; EXP 3174; Losartan Acid; 2-Butyl-4-chloro-1-[[2'-(1H-tetrazol-5-yl)[1
422.900, 2-BUTYL-4-CHLORO-1-((2'-(1H-TETRAZOL-5-YL)(1
0,7
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl, European Pharmacopoeia (EP) Reference Standard|Trifluoperazine hydrochloride
186,2
501.288,5
1158,0
26);1H/t9-;/m0./s1",13]trideca-5(13)
13]trideca-5(13),C18H21FN4O4
2,3-de)-1
0,14
154,17
1,393.000
3,5-dihydro-1H-imidazol-2-yl)phenyl)-|Imidocarb (INN)|5-25-11-00011 (Beilstein Handbook Reference)|1
23)(H2, DIHYDROCHLORIDE|1
0,7-10H2
20,5-dihydro-1H-imidazol-2-yl)-phenyl)|Imidocarb dipropionate
1,4
19856,0
0,1-2H2/t3-
C([C@@H]1[C@H]([C@@H]([C@H]([C@H]2N1C(=O)C(=O)N2)O)O)O)O,3-dione"
0,7-11
3-dione,7
17-/m0/s1",602.000
 diameter 2.0mm, 10mm (0.39in) dia
3-dihydroxy|SCHEMBL848|bmse000167|Succinic acid,R*)-(.+/-.)-|Butanedioic acid
1,62.800
37130,1
0,3H2
2D,(H
698,"InChI=1S/C2H5NO2.H3N/c3-1-2(4)5;/h1
107,"InChI=1S/C2H5NO2.Cu/c3-1-2(4)5;/h1
556,"InChI=1S/C2H5NO2.K/c3-1-2(4)5;/h1
43,3H2
35565,1
2, (+)-|(1S
168.094,1'-methylenebis-|Diphenylmethane
0,"InChI=1S/C9H13NO.ClH/c1-7(10)9(11)8-5-3-2-4-6-8;/h2-7
 .alpha.-(1-aminoethyl)-,2S)-PHENYLPROPANOLAMINE|Benzenemethanol
0,12
 hydrochloride (1:1), alpha-(1-aminoethyl)-
1H3;1H/t7-,2R)-2-amino-1-phenylpropan-1-ol;hydrochloride|D-(+)-Norephedrine hydrochloride
0.800, .alpha.-[(1R)-1-aminoethyl]-
"4-[2-(4-benzylpiperidin-1-yl)-1-hydroxypropyl]phenol;(2R,58
293.155,2
2)11-13-23(21)12-10-17-6-4-3-5-7-17;/h3-9,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02
11-15H2,3R)-2
3,20
11-dimethyl-1,6-trien-4-ol|2
2, (2S-(2alpha
C15H17N3,N'-BIS(2-METHYLPHENYL)GUANIDINE|CNS 1001|NSC 132023|1
3,5
5,9-dimethyl-2-phenethyl-6
14?,C22H28ClNO7
3,11-12
11R*))-",6-Methano-3-benzazocin-8-ol
3-dihydroxybutanedioic acid",34
2,18
3,4
ZTGMHFIGNYXMJV-BZJVTDFFSA-N,5-trien-4-ol;chloride|7619-35-4"
0,13
5, hydrochloride (1:1)
9,6S)-2-[[(3S
5-trihydroxyoxan-2-yl)oxy]-6-[(11-carboxy-4,6
12a,4a
4a,7
5)10-9-22(25)32)20(31)16-18-19-17-27(4,4
7,6aS
"InChI=1S/C30H46O4/c1-25(2)21-8-11-30(7)23(28(21,4
9,10S
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,24(33)34)13-12-26(19
24(33)34)13-12-26(19,6
2D+3D,(H2
2D+3D,(H2
203,41-46
2D+3D,(H2
1,1-2H3
1,"InChI=1S/C26H22FN5O/c1-15-10-22(31-16(2)24(15)33-3)26(20-8-5-9-21(27)23(20)25(28)32-26)19-7-4-6-17(11-19)18-12-29-14-30-13-18/h4-14H
1,"InChI=1S/C25H20FN5/c1-15-9-20(10-16(2)30-15)25(21-7-4-8-22(26)23(21)24(27)31-25)19-6-3-5-17(11-19)18-12-28-14-29-13-18/h3-14H
0,18H
2D+3D,(H2
2D+3D,(H2
10,29)30)18-4-1-3-16(10-18)17-9-15(12-31)13-33-14-17/h1-11
213)(H,50-53
1,"InChI=1S/C25H20FN5O/c1-15-9-19(13-31(2)24(15)32)25(20-7-4-8-21(26)22(20)23(27)30-25)18-6-3-5-16(10-18)17-11-28-14-29-12-17/h3-14H
9,"InChI=1S/C24H16F3N5/c25-19-6-2-5-18-21(19)23(28)32-24(18
1,1-2H3
1,6
2D+3D,(H2
1,1-2H3
1,16-4-5-32-20(7-16)22(27)28)15-3-1-2-13(6-15)14-10-30-12-31-11-14/h1-12
2D+3D,(H2
0,26H
10,9-16H
2D+3D,(H2
2,22H
0,8-17H
NULL,27
0,"InChI=1S/C28H22FN5O/c1-3-34-16-22(10-17(2)27(34)35)28(23-8-5-9-24(29)25(23)26(31)33-28)21-7-4-6-19(12-21)20-11-18(13-30)14-32-15-20/h4-12
1,27)28)16-4-1-3-14(9-16)15-11-30-13-31-12-15/h1-13H
1,1-2H3
2D+3D,(H2
0,5
567.249,11
0,9
550.234,9
4]oxazin-6-yl)methylamino]-2-oxabicyclo[2.2.2]octan-1-yl]ethyl]-1,12
550.27,11
2-b][1,1030.000
"6-[[[1-[2-[6-[(3S,11
551.254,11
2-b][1,10
546.239,10
0,10
C1CC2(CCC1(CO2)NCC3=NC4=C(C=C3)OCC(=O)N4)CCC5=C6C(=NC=C5F)C=CC(=N6)OCC7C(C(=O)N7)N,11
VATRZDWMOKJFRC-AGBDBUHGSA-N,11
0,9
0,10
552.25,10
601.247,12
4]oxazin-6-yl)methylamino]-2-oxabicyclo[2.2.2]octan-1-yl]ethyl]-1,13
COC1=NC2=C(C(=CN=C2C=C1)F)C[C@@H](C34CCC(CC3)(CO4)NCC5=NC6=C(C=C5)OCC(=O)N6)O,829.000
"6-[[[1-[2-[6-[[(2S,11
"methyl 5-[[7-fluoro-8-[2-[4-[(3-oxo-4H-pyrido[3,967.000
579.249,12
0,9
2-b][1,9
549.275,10
573.215,10
564.25,10
565.27,12
0,10
"6-[[[1-[2-[6-[[(2R,11
577.234,10
2-b][1,10
548.255,9
564.286,12
C1CC2(CCC1(CO2)NCC3=NC4=C(C=C3)OCC(=O)N4)CCC5=C6C(=NC=C5F)C=CC(=N6)OC7CNC(=O)C7N,11
"6-[[[1-[2-[6-[(3R,11
572.231,10
2-b][1,10
537.239,10
2-b][1,1040.000
565.234,11
C1CC2(CCC1(CO2)NCC3=NC4=C(C=C3)OCC(=O)N4)CCC5=C6C(=NC=C5F)C=CC(=N6)OCC7CC(C(C7)O)O,4
0,9
0,10
"ethyl 4-[[7-fluoro-8-[2-[4-[(3-oxo-4H-pyrido[3,967.000
507.228,8
4]oxazin-3-one",9
533.244,8
4]oxazin-3-one",11
545.184,12
"6-[[[1-[2-[6-[[(2S,11
4]oxazin-6-yl)methylamino]-2-oxabicyclo[2.2.2]octan-1-yl]ethyl]-1,13
"6-[[[1-[2-[6-[[(2R,11
535.259,9
0,8
VATRZDWMOKJFRC-JEKTTYBVSA-N,11
0,7
2-b][1,2
537.202,9
2-b][1,39
"methyl (1R,11
"methyl (1S,11
0,9
565.234,11
564.25,8
0,12
565.27,10
0,9
4]oxazin-3-one",11
521.244,8
26,2-a]pyridin-6-yl}ethyl]-1H-[1
8H2,4-b]pyridin-3-yl]pyrimidin-5-yl}carbamate|methyl N-(4
2-a]pyrimidin-4-one|(9R)-3-{2-[4-(6-Fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl)ethyl)-6
0,124.000
1,"InChI=1S/C34H40N4O5.ClH/c1-4-43-30-19-12-11-18-29(30)36-24-22-35(23-25-36)20-13-21-37-33(41)38(26(2)31(39)42-3)32(40)34(37
0,"InChI=1S/C31H36N4O4.ClH/c1-3-39-28-17-11-10-16-27(28)34-20-18-33(19-21-34)22-26(36)23-35-30(38)32(2)29(37)31(35
138,2
0,"InChI=1S/C29H31FN4O3.ClH/c1-31-27(36)29(22-10-4-2-5-11-22
0,"InChI=1S/C28H31N5O3.ClH/c1-30-26(35)28(22-10-4-2-5-11-22
0,"InChI=1S/C29H32N4O3.ClH/c1-30-27(35)29(23-11-5-2-6-12-23
0,"InChI=1S/C29H31ClN4O3.ClH/c1-31-27(36)29(22-10-4-2-5-11-22
0,"InChI=1S/C33H38N4O6.ClH/c1-3-43-29-17-11-10-16-28(29)35-20-18-34(19-21-35)22-27(38)23-37-32(41)36(24-30(39)42-2)31(40)33(37
0,2
0,"InChI=1S/C31H33ClN4O5.ClH/c1-41-28(38)22-35-29(39)31(23-10-4-2-5-11-23
1,"InChI=1S/C28H30N4O5.ClH/c1-29-26(35)28(21-9-4-2-5-10-21
17,2
0,"InChI=1S/C34H38N4O6.ClH/c1-4-28(31(40)44-3)38-32(41)34(25-13-7-5-8-14-25
0,"InChI=1S/C31H36N4O3/c1-32-29(36)31(25-13-5-3-6-14-25
0,"InChI=1S/C31H36N4O3.ClH/c1-32-29(36)31(25-13-5-3-6-14-25
0,"InChI=1S/C33H38N4O6.ClH/c1-24(30(39)43-3)37-31(40)33(25-12-6-4-7-13-25
160.1,5-dihydro-1H-imidazole;hydrochloride"
0,"InChI=1S/C31H34N4O5.ClH/c1-40-28(37)23-34-29(38)31(24-11-5-2-6-12-24
0,"InChI=1S/C33H38N4O5.ClH/c1-41-29-18-10-9-17-28(29)35-23-21-34(22-24-35)19-11-12-20-37-32(40)36(25-30(38)42-2)31(39)33(37
2,"InChI=1S/C34H40N4O6.ClH/c1-4-44-31(40)25(2)38-32(41)34(26-13-7-5-8-14-26
0,"InChI=1S/C30H34N4O4.ClH/c1-31-28(36)30(23-11-5-3-6-12-23
0,"InChI=1S/C31H33FN4O5.ClH/c1-41-28(38)22-35-29(39)31(23-10-4-2-5-11-23
0,"InChI=1S/C32H36N4O6.ClH/c1-41-28-16-10-9-15-27(28)34-19-17-33(18-20-34)21-26(37)22-36-31(40)35(23-29(38)42-2)30(39)32(36
0,"InChI=1S/C30H34N4O3.ClH/c1-31-28(35)30(24-12-5-3-6-13-24
2,"InChI=1S/C34H40N4O6.ClH/c1-4-44-30-18-12-11-17-29(30)36-21-19-35(20-22-36)23-28(39)24-37-33(42)38(25(2)31(40)43-3)32(41)34(37
 METHYL 1-METHYLETHYL ESTER, 4-(4-benzofurazanyl)-1
CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,442.500
1,8
0,6
1,6
0,0
0,6
1,13-16
0,6
1,6
0,"InChI=1S/C22H28N4O5S/c1-15(2)30-22(27)25-9-7-17(8-10-25)31-21-13-20(23-14-24-21)26-11-6-16-12-18(32(3
1,28)29)4-5-19(16)26/h4-5
0,31)32)12-21(25)22(19)29/h11-14
1,6
1,6
0,6
0,8
0,6
1,6
0,6
1,6
1-dioxide",38
0,13-15
0,25
0,293.000
0,8-10H
0,-0.700
0,7
0,4
 United States Pharmacopeia (USP) Reference Standard|Palmitic acid, >=99%|Palmitic acid
29H,8-diamino-5-(3-(diethyl(methyl)ammonio)propyl)-6-phenylphenanthridinium iodide|3
 ACS|CS-0021601|FT-0624390|FT-0625477|FT-0627927|FT-0696525|FT-0774042|L0226|EN300-19542|Lactic acid, Racemic
8-10,5-diiodophenyl) ketone|(2-Butyl-benzofuran-3-yl)-(4-hydroxy-3
6-dione|Q27458761", (R)-|(R)-(-)-1
 4,4'-Propylenebis(2
5-dioxopiperazin-1-yl)propane|4,6-Piperazinedione
 (8S-cis)-|4' Epiadriamycin|4' Epidoxorubicin|(1S,12-dione|DTXSID0022987|Epirubicine [French]|Epirubicina [Spanish]|Epirubicinum (Latin)|IMI 28|56420-45-2 (FREE BASE)|EPIRUBICIN [INN]|Epirubicine (INN-French)|Epirubicinum (INN-Latin)|Epirubicin [INN:BAN]|Epirubicina (INN-Spanish)|Pidorubicine (INN-French)|Pidorubicinum (INN-Latin)|Pidorubicina (INN-Spanish)|4'-Epi-DXR|(1S
72.700,4-DIMETHOXYPHENYL)ETHYL)AMINO)PROPYL)-3
