CCOC(C)(C)c1cnc2n1C[C@H](c1cccc(F)c1F)CC[C@H]2NC(=O)N1CCC2(CC1)OC(=O)Nc1ncccc12,OSEQHUYSRMIQBM-AUSIDOKSSA-N
COc1cccc(-n2cc3nc(-c4cccnc4C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1,JBNBAFROSOFGEI-XUZZJYLKSA-N
CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1,MCEBFWQJWLRLJX-UHFFFAOYSA-N
CC(=O)N1CCN(CCCC2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1,GTKCZSXHQIQSPL-UHFFFAOYSA-N
Cn1c(=O)cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc21,UGDQKRGYVYUTTP-VMPITWQZSA-N
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3cc(N)cc(C(F)(F)F)c3)CC1=O)C2,CNJCWWRIVPCJIN-SANMLTNESA-N
N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1,IWFOFMOHDIUVDV-UHFFFAOYSA-N
Cc1c([C@@H](O)CN2CCC3(CC2)CN(c2ccc(=O)n(C)n2)C(=O)O3)ccc2c1COC2=O,NVFAVVXEHXCKRD-SFHVURJKSA-N
O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Cc2ccccc2Cl)C1,CRKULVZQVREUJN-UHFFFAOYSA-N
c1ccc(CC[NH+]2CCC[C@H](c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,HQXCPXHVSRWLFR-QHCPKHFHSA-O
COC[C@H](C)Oc1cc(Oc2ncc(C(=O)N3CCC3)cc2Cl)cc(C(=O)Nc2cnc(C)cn2)c1,IFXKSPKFWVKNKT-INIZCTEOSA-N
Cc1cccc(Nc2nc(N[C@@H]3COC[C@@H]3N)ncc2C(N)=O)c1,BDGFNUAQDSGUKL-QWHCGFSZSA-N
CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,FLNASPMZRNYEQE-UHFFFAOYSA-N
Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(F)cc3F)C2)n1C,XIHOJUYAGODVFH-HTAPYJJXSA-N
COc1cc(-n2ccnc(CCCc3ccccc3)c2=O)ccc1OCCN1CCCC1,DMXCMVHRPXVCAT-UHFFFAOYSA-N
CN(C)CCCn1ccc2c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)cccc21,ZSNSZGAXTCUIRA-UHFFFAOYSA-N
C[C@@H]1C[C@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H](c2ccc(F)cc2)CC(=O)N1,JUCZGNXHCDAERA-RDPGKOORSA-N
CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1,AJRJPORIQGYFMT-UHFFFAOYSA-N
Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)n1,KCBDSUFULWMYMV-DLBZAZTESA-N
FC(F)(F)Oc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,SNSIAHRYDCJHNH-FYYLOGMGSA-N
Cc1ccc([C@@H](C)N2[C@H]3CC[C@@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)s1,YFSPDWGKSWOSRI-VYCZESIESA-N
CC(F)(C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,OPUOULCEMAHGSK-UHFFFAOYSA-N
O=C(N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C(F)(F)F,ZUJPXZIUFHGAJI-FQEVSTJZSA-N
N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,ZMZOWEYHRIPTME-VSLILLSYSA-N
N#Cc1ccc(Cn2cncc2CC[N+]C2CCN(c3ccccc3)C2=O)cc1,CRIJDVAOEINGLM-UHFFFAOYSA-N
COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)/C=C/C(C)(C)C)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,RBPWWKWEALRORD-WHRGNPDBSA-N
Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,HSHBIVVLOXFRND-UHFFFAOYSA-N
O=C(O)CC1COC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)C1,GXUZUPUMLJASRP-UHFFFAOYSA-N
COc1cc2c(cc1OC)CN(C(=O)N1CCN(C(C)C)CC1)CC2,PMFZSFXXKBALEZ-UHFFFAOYSA-N
Cc1nsc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2)n1,YFWDNFXIXONSOG-IBGZPJMESA-N
Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccccc3)C2)n1C,YYLVZNFHPHPLKB-UTKZUKDTSA-N
C[C@@H]1CN(CC2(c3ccc(C(N)=O)cc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,PJIHPWDQNLPHQA-LIXIDFRTSA-N
NCC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1,DZQFDSBQRPUTFZ-UHFFFAOYSA-N
Oc1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,UDPCPBBLLQAUIE-YRWFTTLQSA-N
CC(=O)N1CCN(Cc2ccnc(Nc3ncc(-c4ccccc4)s3)c2)CC1,FQJJCPJSVFSADI-UHFFFAOYSA-N
COc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)nn2)cc1,UKHHETYTQCSWPT-UHFFFAOYSA-N
Nc1cccnc1[C@H]1CC[C@H](N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,WTXGXHROIBXUJC-RHDGDCLCSA-N
COc1cc(NCC2CCNCC2)nc2c1nnn2-c1cccc(OC(F)(F)F)c1,ZJDHFPFSTLUYKA-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,UHZJBSJVGFOSSA-UHFFFAOYSA-N
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3ccc[nH]c3=O)C2=O)cc1,AHNFQQHGOJRCIY-IBGZPJMESA-N
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,ZIUDADZJCKGWKR-AREMUKBSSA-N
CC(C)(C)C#Cc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,HBGLVJABBICLQC-RUZDIDTESA-N
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N
COc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,LRHQXIQLHVPUNA-INIZCTEOSA-N
OCCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,YAZWKGZMTQWFEC-UHFFFAOYSA-N
O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccnc1,VKKRSBRUGQJKFS-UWELNFAVSA-N
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)n4)CC3)CC2)c1,PBQPCCMEDMVKBH-UHFFFAOYSA-N
COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O)cc1,HSUGRBWQSSZJOP-RTWAWAEBSA-O
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,HCCHXMMABQRBMV-UHFFFAOYSA-N
CC1(c2cccc(-c3cccnc3)c2)N=C(N)C(c2ccccc2)=N1,QCKWDUXMUOHHDA-UHFFFAOYSA-N
CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CVUXESFCUHCXHB-UHFFFAOYSA-N
c1ccc(-c2noc(CN3CCN(Cc4nc5ccccc5s4)CC3)n2)cc1,OEVPZSJMMLLGBN-UHFFFAOYSA-N
CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)cc1,PNZXBMCTFUFPLR-UHFFFAOYSA-N
C=CCOCC1CCC(N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,XSTSZTTUPFLRLY-UHFFFAOYSA-N
CC(C)CN(C(=O)c1cc(Cl)cc(Cl)c1)C1CCNC1,IECZTWNGAWLQAQ-UHFFFAOYSA-N
CN(CC(N)=O)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,MDUUCQWIJPWQQY-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,VEFIVNQPGPGWPJ-UHFFFAOYSA-N
O=C1NC[C@@H](c2ccccc2)C12CCN([C@H]1CCCC[C@@H]1c1ccccc1)CC2,MMAYPVADBNWURJ-SGNDLWITSA-N
COCCN(C)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,HAPYRYHOWNOKDB-UHFFFAOYSA-N
Clc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)s1,ZKMHPLOAJIQCDF-DYESRHJHSA-N
Fc1ccc(Cn2c(C3CCCNC3)nc3ccccc32)cc1,VIEHHRQCEMIKCL-UHFFFAOYSA-N
Cc1c(Cl)cccc1C(=O)N(CC(C)C)C1CCNC1,VJADHLVJCCCGKY-UHFFFAOYSA-N
C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,JBKHAQYLKBWMEJ-KHMBKLQOSA-N
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,CVPRWHZDWBRVGS-UHFFFAOYSA-N
O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCCC4CO)ccc23)[nH]n1)Nc1cccc(F)c1F,ZNGNLXZBVWXEKM-UHFFFAOYSA-N
Nc1nccn2c([C@H]3CN(C4CCOCC4)CCO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,GZYUJXFTHLKPAK-OAQYLSRUSA-N
N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(Cl)cn2)cn1,BSNBUKMEBPSBIJ-LLVKDONJSA-N
c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1,FKVJGSPOLUAUNN-UHFFFAOYSA-N
N#Cc1cnc(C(=O)Nc2ccc(C3CCN(C(=O)Cc4cccnc4)CC3)cc2C2=CCCCC2)[nH]1,SLAJWIKQRQPMOS-UHFFFAOYSA-N
COc1cc(OC2CNC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,VUOFCNLYVCPXKQ-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,COKSKIXACCXTRS-UHFFFAOYSA-N
Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,SOEIQDGWTONCHH-UHFFFAOYSA-N
C=C[C@@H]1C[C@H]2CC[C@@H]1C[C@H]2[C@@H](O)c1ccc(N)c2ccc(OC)cc12,NLSVQMSRBWNMRJ-AURVKEBCSA-N
COc1c(N2CC[NH2+][C@H](C)C2)c(F)cc2c1[N+](C1CC1)=C[C@@H](C(=O)[O-])C2=O,OINGBLFLPOTCSL-ZWNOBZJWSA-O
C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,GUNAZEDORZMWRN-LBPRGKRZSA-N
COc1ccc([C@](C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)cc1,MGDUSVURWJQDOM-SANMLTNESA-N
CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(=O)NC)sc3c2)nn1)C(F)(F)F,OGPQDWMXVJCSIW-UHFFFAOYSA-N
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cc1,XSIJYOFJNDFHGL-UHFFFAOYSA-N
CC(=O)c1ccc(CN2CCC(NC(=O)C3=CC(=O)c4ccc(F)cc4C3)CC2)cc1,OAFWTNXLVOFAIM-UHFFFAOYSA-N
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CC[C@@H](O)C4)nc3n2)cc1CO,YWECXUGQEWHRCD-MAUKXSAKSA-N
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(c3ccncc3)C2=O)cc1,KDDZVJQCAMDQTB-FQEVSTJZSA-N
CCCCCCCCC(=O)NCc1ccc(C[C@H](O)CO)c(OC)c1,ZPRQZUALRQVYOJ-SFHVURJKSA-N
COc1cc(N2CCN(C(=O)[C@H](C)O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,RYSJYSNSALLKRM-INIZCTEOSA-N
NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCC1)C21COC1,APMDRJOSPMXZBV-UHFFFAOYSA-N
O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-NSHDSACASA-N
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc([N+](=O)[O-])cc54)CC3)nc2N1,VEXIRMNIIKRZHJ-UHFFFAOYSA-N
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(CO)c(Cl)c4)CC3)CC2)n1,TXYRXUAVFCQDBX-UHFFFAOYSA-N
CC(c1ccc(-c2cn(C)c(=O)cc2CO)cc1)C(N)C(=O)N1CCC(F)C1,DXSDJXKTSZCWPU-UHFFFAOYSA-N
O=c1[nH]nc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3ccn12,QZAVQVPYZPNEQB-UHFFFAOYSA-N
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCC(CN2CCC(c3noc4cc(F)ccc34)CC2)CC1,LIHYUCWMNKTEOX-UHFFFAOYSA-N
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,WMXLDHOWZJLXOB-INIZCTEOSA-N
Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,KLQDZSYTMPJBBU-UTKZUKDTSA-N
CC(c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,KLFVGKSTNOVPOR-UHFFFAOYSA-N
CCCOc1ccccc1CC(c1ccccc1)N1CCNCC1,PSIGDYKJTYBHDY-UHFFFAOYSA-N
CN1CCC[C@@H](c2nc3ccccc3n2C[C@@H]2CCCO2)C1,UGXRUMNFAKOITP-CABCVRRESA-N
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN([C@H]2CC[C@@](O)(c3cccnn3)CC2)C1,CZBSLXMXLJXEBP-DNVFCKCGSA-N
COc1cc(F)ccc1-c1cccc(CNC2CCCC2)c1,KSYYFCDUINESKT-UHFFFAOYSA-N
CS(=O)(=O)Nc1ccc(C(=O)C2CCN(CCc3ccccc3)CC2)cc1,LBGWPPMYVZTKSF-UHFFFAOYSA-N
O=C1C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCCN1[C@]1(c2ccccc2)CC[C@@H](N2CCC3(CCOC3)CC2)CC1,ANNTYLPRTLHHJC-OEVJMKQVSA-N
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,FQUAFMNPXPXOJE-UHFFFAOYSA-N
COc1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,PSUZWXPLCPNBMO-UHFFFAOYSA-N
CCCCc1cc(OC2CCN(CCCS(=O)(=O)NC(C)(C)C)CC2)c2ncccc2c1.Cl.Cl,MTEZINORAFBINC-UHFFFAOYSA-N
CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1,QXCZXBWYQMHJNE-UHFFFAOYSA-N
CN[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,KDERKEZKMQCRPQ-ZFWWWQNUSA-N
O=C(NC1CCN(C2CCc3c2ccc2c3OCO2)CC1)c1cc(=O)c2cc(F)ccc2o1,HBSVFKQUQSKJAY-UHFFFAOYSA-N
COC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,DEGXQWCMHKXWLT-HNNXBMFYSA-N
COc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,MUZZBBKURZZINE-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,GTKXPBNPVIGANR-UHFFFAOYSA-N
NC1=NC2(CCCCC2)NC(Nc2cccc(Br)c2)=N1,DDIYHVZHGLOJAJ-UHFFFAOYSA-N
CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1)C1CCNCC1,XYUMIRJLHXWAGA-QFIPXVFZSA-N
C[C@@]12CCC(=O)C=C1C=C[C@@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(O)CCC(=O)[O-],PBKZPPIHUVSDNM-ZRJJWSOFSA-M
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1,YHVMAQQCYJWINX-UHFFFAOYSA-N
CC(=O)N(C)C1CCC(C(C(=O)N(C)C)C(N)C(=O)N2CCC(F)C2)CC1,MJMKUVXOMGIKHO-UHFFFAOYSA-N
O=C1O[C@]2(CC[C@H](c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1,GUXLIRBXKZUWHG-UWELNFAVSA-N
CCN1CCN(c2cc3[nH]c(C(=O)C4(C)CCC(NC(=O)OC)CC4)nc3cc2C)CC1,WGBOTEMLMSBMCJ-UHFFFAOYSA-N
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC2CCC2)cc1C1CCNCC1,KZXIZEAAKHQALQ-UHFFFAOYSA-N
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,OKBIYBZBOXQZAS-CYBMUJFWSA-N
N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCOc4ccc(C#N)cc4F)CC(C2)O3)cc1,GHARGDUDBWXSSD-UHFFFAOYSA-N
C[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,RCUDMUZVZCVJCO-CYBMUJFWSA-N
CN1CCN(C)C(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,FFSBKRCHCOOLJT-UHFFFAOYSA-N
CC[C@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C,LORDFXWUHHSAQU-QFIPXVFZSA-O
Cc1ncsc1C(=O)N(Cc1cc(=O)[nH]c2c(F)cccc12)c1cccc(Cl)c1,UNXUBXXLEVFSIH-UHFFFAOYSA-N
OCC1CCCN(CCCC2CCCc3ccc(OCc4ccc(-c5ccccc5F)cn4)cc32)C1,WTXXDQPNIWXLNL-UHFFFAOYSA-N
CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,AUIFRJWXYUNPPV-QFIPXVFZSA-N
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,PMXSQTYWBDXQET-YGRLFVJLSA-N
COC1COCCC1N[C@@H]1C[C@H]2CN(c3nccs3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,DZXOOYSFVJTDQH-VXHAEUKXSA-N
COc1ccc2c(=O)n(C)c(CN(C)C)c(-c3ccccc3)c2c1,LLVZWOQXOBNOLZ-UHFFFAOYSA-N
COc1ccc2ncc(F)c([C@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,RZRAMVRYNHVTFQ-LJQANCHMSA-N
CC(C)S(=O)(=O)N1CCC2(CCN(C(=O)N3CCCN(C4CCC4)CC3)C2)CC1,BNEMFTSNVXZPSV-UHFFFAOYSA-N
CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1.Cl,DINDRDOFKXNRRM-GJFSDDNBSA-N
COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3cccc4ccccc34)nn2)ccc1-n1cnc(C)c1,UNYABZFJVRGVTH-UHFFFAOYSA-N
CC(=O)N(C)C1CCC([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1.Cl,WJFVMOVUOJLPSL-QASVYFJGSA-N
Cc1cc2nc(/C=C/c3ccco3)n(Cc3ccc(Cl)cc3)c2cc1C,LFMQZZANROCXPM-MDZDMXLPSA-N
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCC3CCCS3)CC1=O)C2,JDFGTSZHKOFGPM-UXMRNZNESA-N
CC(O)(c1ccccc1)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cn1,ZYHYJLXHCQUEQV-UHFFFAOYSA-N
Fc1cccc2c(-c3nc(CN4CCCC4)cs3)cn(CC3CCOCC3)c12,IFGNRLNOPNZQDV-UHFFFAOYSA-N
O=C(C1CC(Oc2ccc(Cl)cc2)CN1)N1CCCN(C2CCC2)CC1,OQKSKCQEXCCVNW-UHFFFAOYSA-N
CCOC(=O)C1CCN(C(=N)c2ccc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)CC1,TXCJLTAYFFGNRE-UHFFFAOYSA-N
Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,QHVBHCXARAVYMC-UHFFFAOYSA-N
CCOC(=O)C1=C(CN2CCOC(CC(=O)O)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,DKIVMEDHCYQDRF-UHFFFAOYSA-N
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(F)cc2o1,KWGHMJGFVYVORH-UHFFFAOYSA-N
NCC(=O)N1CCn2c(nc(-c3ccccc3)c2Nc2ccc3c(c2)OCO3)C1,OYZYVBKQMLQLPM-UHFFFAOYSA-N
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,SHNNJOOHYANVQG-UHFFFAOYSA-N
O=C1CN([C@H]2CC[C@](c3ccccc3)(N3CCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1,AILRYHWCZLVQIS-KQXZHLRISA-N
CC(c1ccncc1)c1c(CCN(C)C)sc2ccccc12,MDTGYTUAMOVSAG-UHFFFAOYSA-N
CC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)cc1,MTJOHXZWFXZJDN-UHFFFAOYSA-N
CC(c1ccncc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,MUZLNSIUFMZLMA-UHFFFAOYSA-N
CCOc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,BGGOPMHBZXFXDE-UHFFFAOYSA-N
CS(=O)(=O)Nc1c(Cl)ccc2c1CCCC2c1ncc[nH]1,IWGVFEQPKZLBMA-UHFFFAOYSA-N
Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C,LXOHJARDVFSOPS-UHFFFAOYSA-N
CCn1cc([C@@]2(c3noc(C)n3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,IODLENIBQMAZBR-AJTFRIOCSA-N
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2[nH]c(-c3cccnc3)cc2c1=O,UEXHMVRTCMQTTN-LJQANCHMSA-N
CN(CCN1CCN(c2cccc(Cl)c2)C1=O)Cc1cc2ccccc2s1,LOCFLSUOTBZXEU-UHFFFAOYSA-N
Cc1cccc(C(=O)Nc2cccc(NC(=O)c3ccncc3)c2)c1,KCZVRYSHVOQAAB-UHFFFAOYSA-N
CCCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,BQCWQIOZJSBQCJ-VAWYXSNFSA-N
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,VKNIGNGTZIYLFI-UHFFFAOYSA-N
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C(C)C)cc4)CC3)n2)c1C,USVHBIUVZZJUHI-UHFFFAOYSA-N
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-n4ccnc4)nc3n2)cc1CO,BMOBPUAXMGRSJZ-HNNXBMFYSA-N
Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@H]4N)cc4cc[nH]c(=O)c34)cccc12,LJRBXGZFMWMQNY-IAGOWNOFSA-N
CCCCN(CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,FOHHNHSLJDZUGQ-VWLOTQADSA-N
Fc1ccc(N(CCNCCc2ccccc2)c2ccc(F)cc2)cc1,BBYDRFMSSSQLBT-UHFFFAOYSA-N
COc1cc(OC)cc(C(=O)NCC2(C(=O)O)CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1,DETZFOYSBMRQIB-UHFFFAOYSA-N
CN(Cc1ccc(C(F)(F)F)cc1)c1cc(C(=O)Nc2ccccc2)ncn1,KKXLQDGJOLYPFW-UHFFFAOYSA-N
Cc1nc2n(c(=O)c1CCN1CCC(C3NOc4cc(F)ccc43)CC1)CCCC2,WDNMHZRFIIOXOD-UHFFFAOYSA-N
C[C@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(C#N)cc3)CC2=O)cc1,JLSJGHSBQQCGOK-FQEVSTJZSA-N
CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@H](c5ccc(C(C)(C)C)cc5)CC4)cc3)oc12,KFIQMXGFKZZXAY-ALOJWSFFSA-N
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1nccs1,AQINCVNJJDJAMA-UHFFFAOYSA-N
O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1cc(Cl)ccc1Cl,VANBZHNBQWYEMT-UHFFFAOYSA-N
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1=O,SRMUFZVEAUTYTO-UHFFFAOYSA-N
